Symbol,CompanyName,Sector,FirstDate,LastDate,TradingDays,MaxHigh,MinLow,LatestClose,TotalVolume,TotalValue
PBLD84,Prabhu  Bank Limited,Commercial Banks,2024-12-03,2025-12-03,226,1144.0,1062.1,1126.0,62748,68848369.3
PBLD86,Prabhu  Bank Limited,Commercial Banks,2024-12-03,2025-12-03,226,1189.0,1079.0,1121.0,10194,11419815.2
PBLD87,Prabhu  Bank Limited,Commercial Banks,2024-12-03,2025-12-03,226,1147.0,1015.1,1147.0,15757,16840304.6
PCBL,Prime Commercial Bank Ltd.,Commercial Banks,2024-12-03,2025-12-03,226,290.0,226.0,245.9,18312585,4688425818.92
PFL,Pokhara Finance Ltd.,Finance,2024-12-03,2025-12-03,226,727.2,339.9,378.0,10202466,4655636308.09
PHCL,Peoples Hydropower Company Limited,Hydro Power,2024-12-03,2025-12-03,226,745.6,274.0,285.6,14625379,7821100039.7
PMHPL,Panchakanya Mai Hydropower Ltd,Hydro Power,2024-12-03,2025-12-03,226,468.0,259.5,331.0,14634072,5401023733.05
PMLI,Prabhu Mahalaxmi Life Insurance Limited,Life Insurance,2024-12-03,2025-12-03,226,665.0,445.0,495.0,4907105,2756826475.3
PPCL,Panchthar Power Company Ltd,Hydro Power,2024-12-03,2025-12-03,226,409.9,268.0,326.1,13511312,4662437608.8
PPL,Peoples Power Limited,Hydro Power,2024-12-03,2025-12-03,226,648.6,263.2,336.3,10481123,4499616710.0
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2024-12-03,2025-12-03,226,1088.8,630.0,682.0,3974005,3478443558.2
PROFL,Progressive Finance Limited,Finance,2024-12-03,2025-12-03,226,739.0,421.4,474.5,6759193,3811484808.1
PRSF,Prabhu Capital Limited,Mutual Fund,2024-12-03,2025-12-03,226,12.05,9.67,10.55,32552185,354639271.42
PRVU,Prabhu  Bank Limited,Commercial Banks,2024-12-03,2025-12-03,226,250.9,184.2,188.4,46225875,10177627731.25
PSF,Prabhu  Bank Limited,Commercial Banks,2024-12-03,2025-12-03,226,11.9,9.47,10.43,29320271,314694829.75
RADHI,Radhi Bidyut Company Ltd,Hydro Power,2024-12-03,2025-12-03,226,905.6,322.2,735.0,67676479,46840832567.3
RAWA,Rawa Energy Development Ltd.,Hydro Power,2024-12-03,2025-12-03,226,990.0,686.0,732.0,1938653,1653057045.5
RBBD2088,Rastriya Banijya Bank,Commercial Banks,2025-07-31,2025-12-03,70,1085.0,0.0,1085.0,22186,23213881.5
RBBD83,Rastriya Banijya Bank,Commercial Banks,2024-12-03,2025-12-03,226,1091.0,990.0,1055.1,15040,15733139.86
RBCL,Rastriya Beema Company Limited,Non Life Insurance,2024-12-03,2025-12-03,226,18409.0,14024.0,15148.9,89437,1383832613.4
RFPL,River Falls power Limited,Hydro Power,2024-12-03,2025-12-03,226,1484.0,306.0,397.5,15945749,11344852434.4
RHGCL,Rapti Hydro and General Construction Limited,Hydro Power,2024-12-03,2025-12-03,226,708.0,217.2,262.7,11909680,4874071595.2
RHPL,Rasuwagadhi Hydropower Company Limited,Hydro Power,2024-12-03,2025-12-03,226,527.0,252.3,284.0,20246169,8003419751.0
RIDI,Ridi Power Company Limited,Hydro Power,2024-12-03,2025-12-03,226,302.0,203.5,224.9,34501046,8843739410.09
RJM,Raghupati Jute Mills Limited,Manufacturing And Processing,2024-12-03,2025-12-03,226,100.0,100.0,100.0,0,0.0
RLFL,Reliance Finance Ltd.,Finance,2024-12-03,2025-12-03,226,703.8,398.0,441.0,8730109,4827139522.0
RMF1,RBB Merchant Banking Limited,Mutual Fund,2024-12-03,2025-12-03,226,11.4,8.38,9.1,18075250,182375732.15
RMF2,RBB Merchant Banking Limited,Mutual Fund,2024-12-03,2025-12-03,226,10.58,8.73,9.28,6050588,59551608.92
RNLI,Reliable Nepal Life Insurance Ltd,Life Insurance,2024-12-03,2025-12-03,226,593.0,416.0,485.0,15881453,8151306937.85
RSDC,RSDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,2024-12-03,2025-12-03,226,880.0,586.0,648.0,5097406,3704884574.5
RSY,Reliable Nepal Life Insurance Ltd,Life Insurance,2025-06-24,2025-12-03,97,10.08,0.0,9.17,2543932,24247253.07
RURU,Ru Ru Jalbidhyut Pariyojana Limited,Hydro Power,2024-12-03,2025-12-03,226,853.0,640.0,740.0,4556323,3416709471.47
SADBL,SHANGRI-LA DEVELOPMENT BANK LIMITED,Development Banks,2024-12-03,2025-12-03,226,526.5,372.4,409.9,16695421,7333400515.1
SAEF,Sanima Bank Limited,Commercial Banks,2024-12-03,2024-12-22,13,11.4,11.07,11.25,1394218,15700487.399999999
SAGAR,Sagar Distillery Limited,Manufacturing And Processing,2025-11-09,2025-12-03,19,1951.8,319.5,1951.8,26860,36578431.0
SAGF,Sanima Growth Fund,Mutual Fund,2024-12-03,2025-12-03,226,11.0,8.79,9.3,10510695,103537144.72
SAHAS,Sahas Urja Limited,Hydro Power,2024-12-03,2025-12-03,226,705.0,463.0,549.0,42765118,24966760212.3
SAIL,SHREENAGAR AGRITECH INDUSTRIES LIMITED,Manufacturing And Processing,2025-11-23,2025-12-03,9,646.1,0.0,646.1,4480,2315734.0
SALICO,Sagarmatha Lumbini Insurance Co. Limited,Non Life Insurance,2024-12-03,2025-12-03,226,780.0,570.1,599.9,2125547,1480975436.9
SAMAJ,Samaj Laghubitta Bittiya Sanstha Ltd,Microfinance,2024-12-03,2025-12-03,226,3824.0,1875.8,1875.8,245687,687786786.39
SAND2085,Sanima Bank Limited,Commercial Banks,2024-12-03,2025-12-03,226,1189.0,1069.2,1150.0,24638,27735911.5
SANIMA,Sanima Bank Limited,Commercial Banks,2024-12-03,2025-12-03,226,391.0,285.0,314.9,28252743,9585041453.0
SANVI,Sanvi Energy Limited,Hydro Power,2025-07-20,2025-12-03,79,930.4,359.0,693.0,2456653,1753069638.9
SAPDBL,Saptakoshi Development bank Ltd,Development Banks,2024-12-03,2025-12-03,226,1622.7,686.0,810.1,16635638,17622938234.7
SBCF,Sunrise Bank Limited,Commercial Banks,2024-12-03,2025-12-03,226,12.03,8.7,9.0,20633806,211406061.42
SBD87,Sanima Bank Limited,Commercial Banks,2024-12-03,2025-12-03,226,1139.0,1018.0,1120.0,8467,9021331.8
SBI,Nepal SBI Bank Limited,Commercial Banks,2024-12-03,2025-12-03,226,470.9,363.0,399.9,10948823,4576363606.8
SBIBD86,Nepal SBI Bank Limited,Commercial Banks,2024-12-03,2025-12-03,226,1190.0,1050.0,1160.0,7554,8521241.5
SBID83,Nepal SBI Bank Limited,Commercial Banks,2024-12-03,2025-12-03,226,1226.0,1025.0,1092.2,135584,154701765.9
SBID89,Nepal SBI Bank Limited,Commercial Banks,2024-12-03,2025-12-03,226,1215.0,1039.0,1158.0,22246,24764848.0
SBL,Siddhartha Bank Limited,Commercial Banks,2024-12-03,2025-12-03,226,408.0,261.0,352.0,20943032,7129016496.81
SBLD2082,Siddhartha Bank Limited,Commercial Banks,2024-12-03,2025-12-03,226,1180.0,1038.0,1040.0,39730,44024747.9
SBLD2091,Siddhartha Bank Limited,Commercial Banks,2025-09-02,2025-12-03,48,1117.0,0.0,1100.0,91495,94417266.8
SBLD83,Siddhartha Bank Limited,Commercial Banks,2024-12-03,2025-12-03,226,1144.4,1038.7,1082.0,57590,64290747.400000006
SBLD84,Siddhartha Bank Limited,Commercial Banks,2024-12-03,2025-12-03,226,1102.5,1008.5,1070.0,7663,8133696.7
SBLD89,Siddhartha Bank Limited,Commercial Banks,2024-12-03,2025-12-03,226,1450.0,1130.1,1400.0,753274,996771005.3
SBPP,Shree Bhrikuti Pulp And Paper Limited,Manufacturing And Processing,2024-12-03,2025-12-03,226,50.0,50.0,50.0,0,0.0
SCB,Standard Chartered Bank  Nepal Limited,Commercial Banks,2024-12-03,2025-12-03,226,705.8,594.9,631.0,5845960,3786526093.8
SCBD,Standard Chartered Bank  Nepal Limited,Commercial Banks,2024-12-03,2025-12-03,226,1227.0,1060.9,1190.0,10003,11807858.9
SDBD87,SHANGRI-LA DEVELOPMENT BANK LIMITED,Development Banks,2024-12-03,2025-12-03,226,1173.0,1030.0,1173.0,39563,42679412.2
SEF,Siddhartha Bank Limited,Commercial Banks,2024-12-03,2025-12-03,226,11.5,8.6,9.3,23783654,239503459.63
SEOS,Siddhartha Bank Limited,Commercial Banks,2024-12-03,2025-12-03,226,10.85,10.85,10.85,0,0.0
SFC,Samjhana Finance Co. Ltd.,Finance,2024-12-03,2025-12-03,226,230.0,230.0,230.0,0,0.0
SFCL,Samriddhi Finance Company Limited,Finance,2024-12-03,2025-12-03,226,800.0,373.1,402.0,9334482,5170786860.82
SFEF,Sunrise Capital Limited,Commercial Banks,2024-12-03,2025-12-03,226,11.12,8.82,9.23,25807655,261633745.89
SFMF,Laxmi Sunrise Bank Limited,Commercial Banks,2024-12-03,2025-12-03,226,11.74,9.4,10.0,6727375,68796935.99
SGHC,Swet-Ganga Hydropower and Construction Limited,Hydro Power,2024-12-03,2025-12-03,226,649.5,296.0,413.0,6671294,3187721705.8
SGIC,Sanima GIC Insurance Limited,Non Life Insurance,2024-12-03,2025-12-03,226,737.4,439.0,481.0,6597062,4045659187.8
SHEL,Singati Hydro Energy Ltd,Hydro Power,2024-12-03,2025-12-03,226,347.8,227.4,289.0,69836133,20101844464.75
SHINE,SHINE RESUNGA DEVELOPMENT BANK LTD,Development Banks,2024-12-03,2025-12-03,226,499.0,382.0,398.8,11547230,5000655942.3
SHINED,SHINE RESUNGA DEVELOPMENT BANK LTD,Development Banks,2025-11-11,2025-12-03,17,1171.0,1000.0,1151.1,116173,133875989.3
SHIVM,Shivam Cements Limited,Manufacturing And Processing,2024-12-03,2025-12-03,226,709.0,495.0,581.5,44633929,26348984419.23
SHL,Soaltee Hotel Limited,Hotels And Tourism,2024-12-03,2025-12-03,226,619.0,455.0,484.0,22845959,12660342619.63
SHLB,Shrijanshil Laghubitta Baittiya sanstha Limited,Microfinance,2024-12-03,2025-12-03,226,2907.0,1672.1,1723.1,511141,1209512169.0
SHPC,Sanima Mai Hydropower Limited,Hydro Power,2024-12-03,2025-12-03,226,684.9,438.1,530.0,58421531,33906149862.57
SICL,Shikhar Insurance Co. Ltd.,Non Life Insurance,2024-12-03,2025-12-03,226,891.0,588.8,640.0,3399175,2598639838.42
SIFC,Shree Investment Finance Co. Ltd.,Finance,2024-12-03,2025-12-03,226,691.5,459.0,520.0,5380783,2961464803.2
SIGS2,Siddhartha Bank Limited,Commercial Banks,2024-12-03,2025-12-03,226,11.7,8.9,9.52,10209627,106977522.25
SIGS3,Siddhartha Bank Limited,Commercial Banks,2024-12-03,2025-12-03,226,11.46,8.5,9.35,16653435,170485617.18
SIKLES,Sikles Hydropower Limited,Hydro Power,2024-12-03,2025-12-03,226,1475.0,606.5,660.0,4209544,3653955916.3
SINDU,Sindhu Bikash Bank Ltd,Development Banks,2024-12-03,2025-12-03,226,1482.0,608.0,727.9,15687887,15588160232.44
SJCL,SANJEN JALAVIDHYUT COMPANY LTD,Hydro Power,2024-12-03,2025-12-03,226,387.6,267.0,296.9,4926376,1649838110.9
SJLIC,SuryaJyoti Life Insurance Company Limited,Life Insurance,2024-12-03,2025-12-03,226,518.9,390.0,461.9,8522264,3883878872.7
SKBBL,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,Microfinance,2024-12-03,2025-12-03,226,999.0,780.0,872.0,5619918,4955197050.2
SLBBL,Swarojgar Laghubitta Bittiya Sanstha Ltd.,Microfinance,2024-12-03,2025-12-03,226,1159.4,780.0,909.0,3558715,3485389311.0
SLBSL,Samudayik Laghubitta Bittiya Sanstha Limited,Microfinance,2024-12-03,2025-12-03,226,3047.0,1234.5,1318.0,2013080,3669616796.6
SLCF,Sanima Bank Limited,Commercial Banks,2024-12-03,2025-12-03,226,11.99,8.6,9.28,11016979,113008348.95
SMATA,Samata Gharelu Laghubitta Bittiya Sanstha Limited,Microfinance,2024-12-03,2025-12-03,226,1382.0,734.1,815.0,3586386,3404095895.9
SMB,Support Lagubitta Bittiya Sanstha Limited,Microfinance,2024-12-03,2025-12-03,226,4026.2,1968.1,2148.0,820101,2227047734.4
SMFBS,Swabhumaan Laghubitta Bittiya Sanstha Ltd,Microfinance,2024-12-03,2025-12-03,226,2426.4,1490.0,1720.0,723972,1402172080.9
SMH,Supermai Hydropower Limited,Hydro Power,2024-12-03,2025-12-03,226,1178.0,725.0,776.0,544143,520312301.9
SMHL,Super Madi Hydropower Limited,Hydro Power,2024-12-03,2025-12-03,226,1657.0,723.0,733.0,6359431,6992691153.7
SMJC,Sagarmatha Jalabidhyut Company Limited,Hydro Power,2024-12-03,2025-12-03,226,735.0,480.0,514.0,9594177,5731389197.9
SMPDA,Sampada Laghubitta Bittiya Sanstha Limited,Microfinance,2024-12-03,2025-12-03,226,1205.0,840.0,941.0,2201805,2161421358.5
SNLI,Sun Nepal Life Insurance Company Limited,Life Insurance,2024-12-03,2025-12-03,226,744.5,411.6,498.0,8641996,5027184895.93
SONA,Sonapur Minerals And Oil Limited,Manufacturing And Processing,2024-12-03,2025-12-03,226,545.0,398.0,427.0,14179966,6709176187.8
SPC,Samling power company limited,Hydro Power,2024-12-03,2025-12-03,226,722.0,441.0,490.1,9849616,5688498051.79
SPDL,Synergy Power Development Ltd.,Hydro Power,2024-12-03,2025-12-03,226,465.0,308.9,421.0,40607031,15915539673.7
SPIL,Siddhartha Premier Insurance Limited,Non Life Insurance,2024-12-03,2025-12-03,226,980.4,625.0,724.0,3835508,3147672720.4
SPL,SHUVAM POWER LIMITED,Hydro Power,2024-12-03,2025-12-03,226,1102.2,765.0,916.0,1357409,1288155041.4
SRBLD83,Sunrise Bank Limited,Commercial Banks,2024-12-03,2025-12-03,226,1152.6,1037.3,1101.6,11099,12013691.3
SRLI,Sanima Reliance Life Insurance Limited,Life Insurance,2024-12-03,2025-12-03,226,480.0,363.9,402.1,11608231,4894251859.13
SRS,Shree Ram Sugar Mills Limited,Manufacturing And Processing,2024-12-03,2025-12-03,226,338.0,338.0,338.0,0,0.0
SSHL,Shiva Shree Hydropower Limited,Hydro Power,2024-12-03,2025-12-03,226,313.8,156.0,165.2,32289755,7820700638.53
STC,Salt Trading Corporation,Tradings,2024-12-03,2025-12-03,226,6399.0,4832.0,5365.0,466777,2487488266.6
SWASTIK,SWASTIK LAGHUBITTA BITTIYA SANSTHA LTD.,Microfinance,2025-11-11,2025-12-03,17,1194.3,391.7,1194.3,990,768562.0
SWBBL,Swabalamban Laghubitta Bittiya Sanstha Limited,Microfinance,2024-12-03,2025-12-03,226,1046.5,756.9,799.8,3068133,2757798159.8
SWMF,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,Microfinance,2024-12-03,2025-12-03,226,868.1,641.1,697.0,1287360,967548370.1
TAMOR,Sanima Middle Tamor Hydropower Limited,Hydro Power,2024-12-03,2025-12-03,226,637.0,443.0,478.2,9616040,5252522074.8
TPC,Terhathum Power Company Limited,Hydro Power,2024-12-03,2025-12-03,226,671.6,270.1,340.0,10449567,4959551572.7
TRH,Taragaon Regency Hotel Limited,Hotels And Tourism,2024-12-03,2025-12-03,226,1284.0,681.1,704.0,1957953,1968420245.5
TSHL,Three Star Hydropower Ltd,Hydro Power,2024-12-03,2025-12-03,226,1046.6,616.8,694.0,1781203,1491239801.8
TTL,Trade Tower Limited,Others,2025-07-16,2025-12-03,81,1262.8,0.0,827.0,3004779,2667729781.3
TVCL,Trishuli Jal Vidhyut Company Limited ,Hydro Power,2024-12-03,2025-12-03,226,697.0,386.0,434.2,5418807,2996026248.3
UAIL,United Ajod Insurance Limited,Non Life Insurance,2024-12-03,2025-12-03,226,767.0,422.1,469.5,5404051,3255792420.78
UHEWA,Upper Hewakhola Hydropower company Limited,Hydro Power,2024-12-03,2025-12-03,226,993.4,508.5,604.9,4571634,3163413344.7
ULBSL,Upakar Laghubitta Bittiya  Sanstha  Limited,Microfinance,2024-12-03,2025-12-03,226,6600.0,2931.0,3720.0,1069238,4035692656.6
ULHC,Upper Lohore Khola Hydropower Company Limited,Hydro Power,2024-12-03,2025-12-03,226,693.0,411.7,456.0,6562618,3493165182.7
UMHL,United Modi Hydropower Ltd.,Hydro Power,2024-12-03,2025-12-03,226,625.0,310.0,589.9,43148948,20942895751.8
UMRH,United Idi Mardi & RB Hydropower Ltd,Hydro Power,2024-12-03,2025-12-03,226,790.0,526.0,572.0,10892407,7180884352.9
UNHPL,Union Hydropower Limited,Hydro Power,2024-12-03,2025-12-03,226,554.7,263.9,491.8,42753792,18348737178.7
UNL,Unilever Nepal Limited,Manufacturing And Processing,2024-12-03,2025-12-03,226,50724.0,43800.0,46256.0,13076,609225057.7
UNLB,Unique Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,2024-12-03,2025-12-03,226,2888.6,1818.4,1989.0,575947,1402962274.5
UPCL,Universal Power Company Limited,Hydro Power,2024-12-03,2025-12-03,226,489.0,260.0,365.0,75841512,29805377989.5
UPPER,Upper Tamakoshi Hydropower Ltd,Hydro Power,2024-12-03,2025-12-03,226,228.0,166.0,178.4,38847439,7870776871.8
USHEC,Upper solu Electric company Limited,Hydro Power,2024-12-03,2025-12-03,226,752.0,410.0,474.9,6012642,3341385007.8
USHL, Upper Syange Hydropower Limited,Hydro Power,2024-12-03,2025-12-03,226,905.0,588.0,722.0,1194823,911304248.5
USLB,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,Microfinance,2024-12-03,2025-12-03,226,2750.0,1471.0,1598.0,2918293,5804660757.9
VLBS,Vijaya laghubitta Bittiya Sanstha Ltd.,Microfinance,2024-12-03,2025-12-03,226,1008.0,737.0,784.0,917393,798052294.8
VLUCL,Vision Lumbini Urja Company Limited,Hydro Power,2024-12-03,2025-12-03,226,802.0,516.0,564.0,4257657,2922450761.5
WNLB,Wean Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,2024-12-03,2025-12-03,226,4271.0,1800.0,1966.0,697689,1909953344.3
YHL,Yak And Yeti Hotel Limited,Hotels And Tourism,2024-12-03,2025-12-03,226,600.0,600.0,600.0,0,0.0
